ISO code,Country,Variable code,Variable name,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
CYP,Cyprus,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),1491.75463867188,1513.89294433594,1672.75378417969,1847.04565429688,1888.87585449219,1978.09643554688,2323.16748046875,2570.30249023438,2385.94018554688,2519.7998046875,2239.26733398438,2442.63598632813,2676.9521484375,2816.21557617188,2542.10986328125,3083.68994140625,3302.5322265625,3729.16455078125,3934.744140625,4321.5869140625,4449.79736328125,5026.74609375,5373.7998046875,5510.85205078125,4578.73486328125,3708.42431640625,4374.9384765625,5065.01513671875,5452.19287109375,5990.4033203125,6345.03759765625,6538.62646484375,6950.00244140625,7319.65673828125,7965.5087890625,8339.3349609375,8656.9599609375,9267.9921875,10033.896484375,10845.416015625,11685.65625,11764.4990234375,12873.93359375,12964.0390625,13713.046875,15073.923828125,15262.0361328125,15665.134765625,16622.380859375,17453.201171875,18494.376953125,19225.380859375,19941.03125,20464.201171875,21492.796875,22535.826171875,23598.1796875,24801.123046875,25705.681640625,25187.54296875,25762.73828125,25870.099609375,24978.248046875,23332.888671875,22918.40625,23701.966796875,25260.087890625,26712.701171875,28388.111328125,30056.10546875,29088.005859375,32400.568359375,34787,35695.66015625
CYP,Cyprus,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),20380.66796875,21077.1953125,21852.341796875,22900.865234375,24626.51171875,26498.376953125,28290.4453125,29868.33984375,30292.494140625,30932.7109375,31274.91015625,32117.716796875,33848.05859375,35314.3046875,35778.46484375,37424.80078125,38919.125,40705.68359375,42458.1875,45096.03125,47655.53125,50133.87109375,52719.45703125,55153.82421875,56070.54296875,55633.15234375,55825.81640625,57985.46875,61061.15625,64871.8828125,68765.4140625,72002.921875,75288.9609375,78251.6640625,82343.703125,85498.8984375,88038.1328125,90870.0546875,94342.8984375,99077.890625,103165.1875,106966.0546875,112026,115578.1796875,118626.7109375,121599.4453125,124258.21875,127319.3203125,129164.4609375,132219.984375,135143.578125,138043.1875,141855.0625,145783.765625,150230.34375,155320.5625,162447.296875,170252.15625,178878.78125,185277.71875,191266.8125,195630.359375,197788.015625,198564.953125,198883.328125,199183.25,202707.390625,207813.0625,211795.65625,216406.625,221711.25,227142.625,233595.828125,241320.421875
CZE,Czechia,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270506.4375,239087.265625,237876.203125,238023.453125,244948.296875,260187.515625,271033.65625,269418.71875,268359.5,272058.5,282969.84375,291224.6875,295632.25,305390.59375,319854.9375,340245.8125,362780.84375,382693.25,392690.25,373847.65625,383996.40625,390802.28125,387790.5,387628.34375,396331.4375,415984.53125,426720.5625,448797.21875,461499.53125,477955.59375,452600.65625,470836,484241.5,483828.3125
CZE,Czechia,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934211.5,1962954.875,2001826.75,2025107.875,2046784.875,2084998.25,2129636,2162137.25,2188570,2209549.75,2235036,2262703,2287399,2311265,2336807.5,2365882.75,2397803.25,2442907,2483556,2505638.5,2527355.5,2548247.75,2562194.5,2572485.25,2585116,2608011,2623678.75,2641434.75,2669390.75,2705569,2730506.25,2765371,2808995.5,2851751.5
DEU,Germany,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),573505.0625,629154.75,687880.0625,749155.25,807354.8125,905063.8125,974961.125,1034107.0625,1080214.625,1165148.125,1265407,1328677.25,1391947.625,1429909.75,1518488.375,1607066.75,1645029,1645029,1733607.5,1860148.25,1948726.625,2009774.5,2096201.75,2196347.5,2215896.5,2196690.5,2305410.25,2382577.25,2454257,2556117.75,2592129,2605847.5,2595558.5,2636371.5,2710794.75,2773900.5,2837348.75,2877133,2983795,3100060.25,3262968.5,3429649.5,3498729,3464675.5,3554673.5,3608185.75,3645644,3713264.25,3791100.5,3871855.25,3983258.25,4048445.5,4039202.5,4017798,4064499.25,4100498.5,4258603,4381681,4421572,4176388.75,4349573.5,4513029.5,4534434.5,4551947.5,4650702,4727565,4836048.5,4967397.5,5022855,5072476,4864751,5043287,5112367,5098745
DEU,Germany,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),1533460.875,1640982.375,1767725.375,1894398.25,2043172.875,2249340.25,2453411.75,2654530.5,2850318.5,3083876.75,3372031,3655636.5,3939226,4204297.5,4515295,4842394.5,5146593,5381993,5658863,5988881.5,6354799,6738914.5,7121239.5,7488477,7785242.5,8042020,8310321.5,8595205,8900164,9228963,9556881,9836133,10072060,10319101,10558161,10791098,11032526,11275890,11541373,11843850,12189045,12553080,12926008,13242672,13581039,13908999,14225370,14536507,14867863,15217082,15566046,15866557,16093383,16296018,16489087,16680977,16922098,17172432,17415402,17556428,17741678,17981700,18208556,18415930,18647862,18885398,19145834,19417412,19707832,20002264,20254192,20509570,20761662,20997920
DJI,Djibouti,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,1068.962890625,1135.47583007813,1173.66052246094,1232.24694824219,1188.89282226563,1323.02160644531,1437.64428710938,1267.12316894531,1169.31811523438,1230.86840820313,1288.97241210938,1326.34582519531,1348.755859375,1365.46997070313,1373.12683105469,1370.37219238281,1354.078125,1360.77783203125,1377.09509277344,1341.29064941406,1419.56469726563,1374.89562988281,1455.50341796875,1525.93701171875,1488.96325683594,1572.3681640625,1492.31970214844,1561.0224609375,1558.13098144531,1609.17358398438,1626.26684570313,1661.16064453125,1720.82849121094,1781.81286621094,1841.62512207031,1907.14123535156,2149.34838867188,2256.8154296875,2369.65649414063,2699.05810546875,3015.96997070313,3402.65307617188,3849.93481445313,4364.32470703125,4672.513671875,5032.1337890625,5366.91259765625,5656.576171875,5946.81689453125,6276.5712890625,6352.01708984375,6646.77685546875,6894.60693359375,7414.609375
DJI,Djibouti,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,678.482971191406,702.920288085938,727.327575683594,756.488647460938,781.116027832031,809.734252929688,858.744262695313,879.271057128906,894.665588378906,933.818298339844,982.931762695313,1033.45385742188,1172.20812988281,1315.78210449219,1455.31665039063,1566.87048339844,1617.75134277344,1689.15246582031,1773.67211914063,1836.39868164063,1910.63854980469,2042.60119628906,2183.68408203125,2344.75170898438,2479.40673828125,2583.9013671875,2669.14526367188,2793.62573242188,2932.15356445313,2916.96801757813,2934.8115234375,2990.6787109375,3144.55395507813,3485.92114257813,3755.61767578125,4214.76513671875,5193.486328125,6222.56640625,7109.45751953125,7847.67578125,8165.55615234375,8661.0009765625,9273.6689453125,10522.9169921875,11998.88671875,13726.6396484375,15377.6201171875,16924.888671875,18541.298828125,20153.673828125,21765.05078125,23400.328125,25041.83203125,26701.884765625
DMA,Dominica,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,271.610137939453,291.64697265625,313.910095214844,340.625823974609,362.888946533203,374.020538330078,399.998657226563,410.45556640625,453.692077636719,370.404418945313,419.967620849609,465.454132080078,484.663513183594,497.052093505859,517.911499023438,525.270568847656,562.427490234375,597.899047851563,644.638610839844,643.403259277344,678.265930175781,687.407409667969,701.357788085938,716.51708984375,716.76416015625,738.488220214844,761.412475585938,778.054138183594,807.419616699219,810.278442382813,829.240783691406,828.711303710938,805.275329589844,856.435668945313,882.562866210938,888.351318359375,929.74365234375,988.809997558594,1059.22375488281,1046.83508300781,1053.87646484375,1051.5205078125,1040.38500976563,1029.98168945313,1075.79467773438,1049.47338867188,1078.47717285156,1005.45153808594,1042.82019042969,1100.20129394531,923.54052734375,980.744995117188,1038.99072265625,1070.24450683594
DMA,Dominica,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,954.441467285156,1043.56884765625,1101.90161132813,1131.13647460938,1124.20568847656,1156.19396972656,1183.23217773438,1211.49377441406,1251.41540527344,1284.4833984375,1411.13940429688,1488.63427734375,1552.08642578125,1602.33068847656,1704.30505371094,1757.31811523438,1783.15124511719,1822.59350585938,1924.02502441406,2068.75610351563,2214.46020507813,2347.201171875,2388.3564453125,2421.61328125,2457.27197265625,2540.37084960938,2609.40502929688,2696.52783203125,2760.96313476563,2830.61328125,2905.93579101563,2930.0419921875,2912.75268554688,2952.89916992188,3022.05493164063,3122.24365234375,3217.95825195313,3332.08984375,3490.353515625,3611.90600585938,3717.55786132813,3795.58959960938,3853.53271484375,3893.548828125,3966.41479492188,4008.2314453125,4091.27197265625,4183.02001953125,4540.01416015625,4757.74365234375,4909.50390625,5246.40966796875,5622.3720703125,6005.33837890625
DNK,Denmark,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),63289.79296875,62228.32421875,63613.11328125,67563.21875,70955.1171875,70638.7109375,72060.40625,74725.5625,76473.125,82594.8046875,87545.78125,93270.4296875,98993.078125,100176.78125,108661.3203125,113070.8515625,117068.2421875,123776.40625,130700.96875,139140.265625,141304.1875,145794.59375,151331.28125,158473.34375,156945.234375,154732.46875,164006.203125,167262.421875,171305.171875,178248.65625,176909.265625,175598.375,182432.859375,187276.109375,195402.65625,203517.890625,213151.234375,214138.015625,214722.515625,216219.484375,219809.328125,223014.546875,227525.703125,227346.1875,239383.46875,246655.96875,253798.546875,261840.078125,267931.3125,275881.625,286155.46875,288874.0625,290192.84375,291472.875,299565.1875,306633.75,318336.375,321478.90625,320137.78125,304212.59375,309027.96875,313078.71875,313061.6875,317421.625,321478.28125,328243.5,338330.625,348671.59375,355156.9375,361235.0625,354804.6875,380996.59375,386864.59375,396517.625
DNK,Denmark,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),249153.03125,252424.796875,255796.171875,262392.25,269721.25,274553.8125,281464,290126.21875,296720.875,310083.21875,326669.90625,343702.34375,363157.53125,378379.46875,401231.03125,426018.78125,449362.46875,473512.28125,499421.84375,531069.3125,561704,591877.625,626006.375,662231.5,692905.125,717066.1875,748577.5,778292.125,807987.75,836566.8125,857977.25,869215.875,883462.625,898960.8125,918683.3125,943833.0625,976949.75,1009280.5,1035800.9375,1062266.875,1086174.5,1106384.5,1124261.375,1138365.125,1155446.625,1177517.875,1201826.375,1231657.75,1264165.625,1293452.375,1326453.125,1356950.375,1383305,1409557.5,1437368,1468936.625,1511146.875,1551624.625,1586665.75,1606213.875,1618737.5,1631969.625,1648097.125,1665221.125,1685668.875,1708011.25,1736334.75,1767293.5,1800689.875,1831540.5,1865610.875,1909466.125,1954784.75,1990346.5
DOM,Dominican Republic,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,6690.27587890625,7157.47998046875,7189.57470703125,7743.30615234375,8015.734375,8790.759765625,9214.6884765625,9634.0556640625,10340.00390625,11537.583984375,11326.640625,13426.0322265625,14320.791015625,15246.873046875,13596.2744140625,15125.736328125,15486.15625,15482.8662109375,17005.974609375,19989.146484375,22162.318359375,24466.015625,27621.490234375,29279.291015625,30799.837890625,32872.08984375,34508.359375,35248.453125,36844.3515625,39781.8359375,41484.04296875,42189.14453125,44141.63671875,44694.68359375,43746.0234375,45286.7578125,49868.58203125,50943.734375,53185.53125,50525.24609375,50912.78125,56265.296875,60329.16796875,61718.6640625,65109.34375,69752.484375,75335.6640625,80617.1875,86030.875,90897.296875,92541.8828125,97898.3515625,97650.2734375,98931.4453125,108095.21875,119630.2265625,129768.484375,133933.40625,135200.625,146475.890625,151065.59375,155170.59375,162735.484375,174209.109375,186276.59375,198681.125,207952.984375,222473.375,233713.109375,218007,244760.796875,256652.09375,262710.6875
DOM,Dominican Republic,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,31227.015625,33359.7578125,34506.72265625,35486.5078125,37037.71484375,38775.640625,40609.11328125,42530.01953125,43565.6328125,44162.20703125,44004.84375,45107.24609375,47104.96484375,49723.875,50016.62109375,51917.07421875,53920.18359375,55842.171875,58956.1875,62892.078125,68845.703125,75857.9140625,84152.3359375,93109.109375,102995.390625,111664.3125,121292.515625,130678.578125,141565.109375,152936.140625,162900.375,168152.859375,173685.65625,178112.953125,181841.90625,188963.703125,200344.46875,213840.171875,228275.515625,242697.375,246952.921875,248855.234375,254728.609375,265213.375,276554.75,291678.59375,312406.90625,344392.5,369007.1875,398342.09375,424802.1875,452109.5,469090.53125,485265.03125,506542.375,535258.375,569244.625,606204.875,633923.3125,668872.1875,702308.6875,735416.25,766449.5,802075.4375,848719.8125,902956.875,955286.125,1016236.9375,1082148.5,1133589.875,1202378.125,1272652.375,1342092.875
DZA,Algeria,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,84643.3984375,83252.59375,52013.453125,65541.265625,72395.6484375,79227.234375,74153.2109375,82866.5703125,91880.640625,99600.453125,109463.140625,99039.2734375,121076.890625,126308.828125,131068.296875,138704.96875,147289.0625,161152.5625,177548.28125,190825.015625,192333.6875,198103.703125,210782.34375,222164.578125,234605.8125,243286.234375,244259.359375,242549.5625,240124.046875,250689.515625,252695.046875,249662.6875,254156.609375,248819.3125,246579.953125,255949.984375,266443.90625,269374.8125,283112.9375,292172.53125,303275.09375,312373.375,329866.28125,353616.625,368822.1875,390582.65625,397222.59375,410728.15625,420585.625,427314.96875,442698.34375,455536.59375,471024.8125,484213.5625,502613.6875,521210.375,537889.0625,544881.625,551420.1875,581665.8125,576513.1875,622585.875,645138.5,671293.25
DZA,Algeria,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,279584.15625,291381.5,293013.21875,296558.21875,296793.125,297697.4375,295611.4375,298447.96875,304284.40625,313909.25,328473.4375,339993.125,353519.96875,369483.90625,391430.09375,420504.84375,452187.09375,492527.25,540478.1875,579894.0625,617574,655813.125,694753.5625,736297.125,779485.6875,823477.25,861902.125,887819.875,910729.5,936679,961178.25,976432,992773.6875,1007344.125,1022027.4375,1037938.8125,1054897.375,1071708.25,1090493.875,1110025.5,1131786.875,1156585.125,1185979.625,1217456.125,1252920.375,1291995.625,1334703.75,1385323.75,1446441.875,1515649.5,1588688.75,1662936.875,1740849.75,1828537.625,1923181.375,2024275.375,2127248.25,2231472.75,2337930,2442441.5,2541997.25,2659781.75,2775426.75,2906572.75
ECU,Ecuador,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),12823.142578125,13082.7109375,14596.5068359375,15103.1826171875,16535.994140625,17297.044921875,17874.841796875,18547.12109375,19054.31640625,19965.396484375,21071.673828125,22151.47265625,23241.13671875,23730.6796875,25488.466796875,26323.23828125,26966.4453125,28818.19921875,29979.50390625,30678.77734375,32659.79296875,33985.09375,37059.27734375,39971.2890625,44931.86328125,50646.0234375,53765.60546875,54785.32421875,57604.3515625,59969.0546875,61841.78515625,67888.6484375,69010.5234375,69497.734375,71531.3671875,74968.1953125,77552.15625,80482.796875,82890.8828125,85297.5234375,90858.4296875,94778.75,96356.546875,98817.5234375,102635.9375,104635.8984375,109811.6953125,112545.390625,116361.609375,111264.28125,116847.7109375,121762.640625,127763.2265625,131448.546875,140429.65625,148010.90625,154436.265625,157374.3125,167705.796875,169535.5,176366.3125,191324.78125,202389.5,216984.265625,226154.1875,226424.859375,224867.15625,238292.625,240781.09375,241179.375,218882.109375,240372.859375,255242.65625,261254.1875
ECU,Ecuador,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),114154.578125,119933.015625,124285.359375,131473.9375,141560.015625,152172.453125,162166.6875,171437.5,179748.765625,189076.5,199713.875,210395.5,219636.09375,229023.5625,239109.796875,249059.09375,259426.25,273190.125,287328.6875,299306.90625,312167.34375,331629.71875,347959.78125,362438.09375,379385.71875,408829.6875,437841.25,469371.875,504313.71875,533150.1875,561310,589776.6875,618657.3125,639372.75,658389.6875,681122.1875,704502.875,727434.25,743595,757315.25,768962.75,783936.9375,797760.25,811931.9375,826787.125,840871.5625,855305.375,857733.4375,860401.375,854237.625,855093.375,857254.5,867015.375,876904.5,886167.625,899538.8125,914583.1875,930672.6875,953534.25,973864.5625,999947.8125,1035351.0625,1078181.875,1135102.375,1190608.25,1236218.375,1265880.5,1305187.25,1342386.375,1376518.25,1391116.5,1414991.875,1444966.75,1474124.875
EGY,Egypt,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),56836.484375,58044.5703125,61966.19140625,64992.078125,63238.765625,63123.44921875,64253.6640625,67244.640625,73633.3828125,76719.4296875,82594.953125,86666.703125,88421.9140625,91310.7109375,107205.8984375,112601.3046875,112262.28125,111283.9375,117396.140625,126971.296875,150897.078125,156089.3125,162106.234375,163249.484375,167307.046875,175819.671875,199921.015625,215486.859375,232550.203125,256483.859375,282006.5,292598.90625,321587.1875,337310.6875,370183.53125,391622.6875,410202.8125,424495.5625,447363.03125,470232.90625,497390.125,503105.78125,524544.875,540268.375,561707.5625,587434,617447.8125,650320.75,677477.9375,717497.1875,757516.4375,783245.375,801825.5,827422.8125,861263.3125,899876.1875,961622.25,1029844.25,1103594.375,1155088.75,1214580.25,1235770.625,1263398.375,1290923.625,1328768.75,1386683.25,1446852.375,1507479.375,1587805.625,1675894.75,1735807.875,1792245.125,1911510.875,1983364.625
EGY,Egypt,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),52486.9140625,53933.19921875,55783.69921875,58186.76953125,60663.94140625,63209.14453125,64504.04296875,66020.6015625,67803.421875,70553.015625,73080.6796875,76630.75,81051.8046875,86999.9375,93490.6875,101304.09375,106449.6875,110040.78125,112890.4296875,118037.0625,123889.1875,127718.6171875,130540.0859375,136484.3125,148192.453125,162320.5,189769.078125,213921.40625,239983.578125,274071.09375,314943.875,356926.1875,403120.28125,449280.84375,507690.71875,567814.8125,624062.125,675102.8125,730720.1875,777017.125,823586.125,848232.5,867610.4375,883261.875,907107.375,941499.3125,979901.125,1030716.4375,1100985.75,1168339.5,1227996,1284927.375,1326982,1365606.375,1408146.25,1464887.75,1535896.25,1634637.125,1757192.25,1850340,1953124,2027839.25,2091820.5,2138536.5,2185379.5,2250247,2332186.5,2448521.25,2582630.5,2741249,2839437.75,2932152.5,3092952,3183219.25
ESP,Spain,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),161642.65625,188845.8125,197923.484375,191013.515625,217391.09375,230505.6875,248329.109375,259268.046875,270580.90625,263226.59375,293869.1875,331634.75,367128.21875,403985.75,425763.84375,456325.46875,491903.5625,511838.75,543811.8125,595383.25,618568.875,647329.0625,700084.75,754610.625,797010.5625,801332,827806.25,851304.1875,863758.8125,864117.625,883203.625,882033.75,893028,908835.5,925055.4375,946529.9375,977323.6875,1031536.9375,1084086.875,1136416,1179388.5,1209415.625,1220653.875,1208062.75,1236853.25,1270959.5,1304098.5,1350880.5,1408995.125,1471115.75,1547623.25,1608276,1652591.375,1701165.75,1754149,1816442.875,1889889.5,1956668.75,1971679.625,1897384.25,1899170,1887016.875,1832951.75,1806789.5,1834261.5,1908748.5,1964391.375,2021281,2069698.875,2110289.5,1879422.25,2005026.75,2128923.75,2185886.5
ESP,Spain,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),725069.875,758898.5,785795.75,814487.875,857941.25,907008.25,962620,1020694.4375,1085497.25,1121714.375,1168611.875,1243904.625,1344088.75,1453337,1568090.875,1706229.5,1862722.75,2011165.75,2169864.75,2362908.75,2543293.5,2706798.75,2902922.25,3129103.5,3364063,3568344.75,3759460,3939188.25,4103657.25,4247884,4390328.5,4522952,4653670.5,4776007.5,4879777.5,4997721,5140537.5,5313723,5522002,5762707.5,6015533,6261006,6475687.5,6643397.5,6813702,7008937,7206190.5,7416528,7662546.5,7940892.5,8241214,8547612,8863274,9206040,9563767,9952367,10374336,10807365,11188165,11427511,11629040,11779121,11883093,11963375,12061736,12182141,12303894,12455941,12638864,12842038,12976737,13126397,13295520,13468885
EST,Estonia,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28617.201171875,26327.87109375,20754.615234375,19563.1953125,19173.537109375,19991.396484375,20979.57421875,23717.412109375,24746.70703125,24641.525390625,27127.27734375,28722.5625,30713.89453125,33047.01953125,35294.4453125,38655.5546875,42429.33203125,45641.625,43302.34375,36967.1171875,37872.71875,40753.6875,42250.16796875,42992.2890625,44420.8359375,45237.35546875,46636.5625,49264.375,51087.0078125,52990.83984375,51462.6875,55144.55859375,55177.88671875,53509.8359375
EST,Estonia,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118717.2265625,120733.71875,119693.8828125,118984.2421875,118683.6328125,118633.3359375,119448.0859375,121443.25,124888.9375,127084.296875,130038.2421875,133764.609375,139214.234375,146072.703125,152942.0625,161353.1875,172559.828125,184605.890625,193252.609375,195213.296875,197032.078125,202566.046875,209426.734375,215988.34375,221729.5,226817.125,232457.125,239993.203125,248853.703125,258293.90625,270750.5,282763.1875,292573.03125,303823.28125
ETH,Ethiopia,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),11592.5244140625,13258.486328125,13713.576171875,15026.15234375,15367.8515625,16180.6357421875,16523.83203125,16569.076171875,18042.64453125,17655.81640625,19500.962890625,20319.294921875,21029.591796875,21826.13671875,22535.662109375,23929.421875,25074.88671875,26637.0546875,27981.646484375,28821.53515625,28183.509765625,29402.169921875,31035.099609375,31763.375,31616.755859375,30725.45703125,30964.166015625,30754,29468.806640625,31872.5234375,33736.01953125,35056.4453125,35623.48046875,37061.07421875,37401.21875,35695.62109375,37166.51171875,41055.2109375,43078.49609375,40959.39453125,46024.6953125,42702.6796875,38898.9921875,44097.10546875,45634.515625,48427.82421875,54981.40234375,56543.12109375,54255.7421875,57056.64453125,60521.61328125,65545.7734375,66538.515625,65100.5625,73936.484375,82674.6953125,91632.375,102129.6796875,113148.1015625,123107.84375,138558.53125,156786.390625,170344.984375,188371.3125,207705.234375,229277.953125,246615.421875,270202.1875,288619.65625,312760.65625,331711.75,350425.375,369074.1875,393413.21875
ETH,Ethiopia,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),14492.0302734375,14306.6328125,14212.400390625,14514.0859375,15115.4462890625,15815.8056640625,16350.3525390625,17032.943359375,18573.767578125,19278.6875,20687.646484375,22182.236328125,23794.08203125,25465.787109375,27026.197265625,28754.173828125,30721.3671875,33204.70703125,35698.3203125,37896.1640625,39430.37890625,41129.6796875,43187.76953125,44896.5546875,46189.32421875,47627.95703125,48495.34765625,49294.21875,49828.29296875,50838.671875,52362.796875,53992.1640625,56047.4296875,57948.24609375,60978.296875,62591.69140625,64597.6328125,67418.5,70922.2265625,73955.796875,75781.140625,76725.359375,76881.3984375,77838.671875,79813.5,80548.3984375,82888.2734375,84110.4453125,85886.1640625,87713.2890625,91019.125,95328.25,99205.7421875,102482.0390625,109177.1484375,115633.890625,123149.5625,130820.9375,139988.109375,154612.21875,172810,198810.59375,237887.671875,277662.40625,329241.96875,392001.78125,461277.84375,533577.4375,600153.875,664562.125,725443.75,779446.875,826429.0625,872357.0625
FIN,Finland,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),35580.78125,38559.09375,40515.0078125,40362.74609375,43652.73828125,47223.07421875,48609.39453125,48814.79296875,48766.125,52346.359375,56768.3359375,61085.625,62907.05078125,64973.484375,68656.71875,72022.2421875,74041.5625,75387.7734375,76733.984375,84138.140625,90869.1953125,93010.90625,100205.75,107203.953125,110673.640625,112671.1875,113059.2109375,113329.9921875,116638.90625,124945.84375,131679.234375,133377.078125,137494.046875,141761.65625,146335.640625,151516,155690.421875,161234.625,169668.984375,178294.828125,179528,168970.6875,163375.4375,162101.421875,168527.71875,175663.796875,182097.765625,193747.8125,204315.359375,213283.328125,225555.09375,231510.328125,235416.671875,240152.78125,249771.828125,256708.765625,267027.34375,281213.96875,283419.90625,260530.828125,268785.1875,275210.21875,271019.21875,268363.9375,267080.96875,268326.90625,275228.09375,284319.90625,287711.78125,291595.125,284331.40625,292107.03125,296342.75,292893.40625
FIN,Finland,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),129762.453125,140293.109375,152292.15625,160645.15625,172373.078125,185658.75,199118.453125,211469.4375,222485.75,235389.25,252323.890625,270774.6875,287432.3125,300949.1875,316107.875,336184.40625,355113.6875,371543,387559.375,406761.03125,433365.03125,460107.5625,488442.53125,519533.875,550746.4375,582760.625,609047.6875,632375.875,651068.6875,671178.0625,695833.6875,720748.6875,747789.125,775914.4375,802387.875,830539.5625,858301.125,887865.25,922352.375,962789.9375,998005.625,1018881.25,1030333.8125,1034015.6875,1038148.0625,1048454.1875,1063746.625,1084594.5,1111018.625,1138728.75,1169114.75,1199071,1225289,1252669,1282682.5,1313992.625,1345148.875,1383453.5,1420303.5,1444192.875,1471264.125,1499840.625,1527182.375,1550288.875,1571285.25,1592210.125,1620614.5,1652962.5,1688566.375,1722112.5,1753664.25,1786506.25,1821321.375,1846420.75
FJI,Fiji,rgdpna,Real GDP at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,1940.90380859375,2000.82116699219,2075.845703125,2212.22729492188,2322.09545898438,2257.9248046875,2260.36401367188,2568.150390625,2779.63745117188,2846.36743164063,3204.44189453125,3413.01513671875,3678.47143554688,4095.61767578125,4209.38525390625,4304.19091796875,4380.03564453125,4607.56982421875,4695.46923828125,5264.375,5170.58447265625,5506.79541015625,5383.04052734375,5228.8994140625,5661.10009765625,5438.74072265625,5805.13623046875,5430.66455078125,5526.11669921875,5900.517578125,6393.32177734375,6222.48291015625,6465.60009765625,6577.30224609375,6912.7451171875,7085.5634765625,7425.6708984375,7262.30615234375,7356.71630859375,8004.10693359375,7868.03759765625,8025.39794921875,8282.2109375,8365.0322265625,8808.37890625,8870.0390625,9034.3544921875,8953.0439453125,9042.5751953125,8915.9794921875,9183.458984375,9431.9853515625,9565.1005859375,10017.93359375,10579.3271484375,11055.5244140625,11325.904296875,11932.2216796875,12387.119140625,12315.2109375,10216.71484375,9718.033203125,11641.498046875,12517.4365234375
FJI,Fiji,rnna,Capital stock at constant 2021 national prices (in mil. 2021US$),,,,,,,,,,,1694.09777832031,2076.77587890625,2335.27294921875,2638.810546875,2998.27685546875,3337.5390625,3644.27416992188,3946.27612304688,4486.73193359375,4932.501953125,5334.89208984375,5878.11865234375,6479.34912109375,7139.314453125,7590.8076171875,8130.90478515625,8629.9765625,9095.1181640625,9493.10546875,9977.1943359375,10455.8544921875,11015.4609375,11322.0341796875,11416.287109375,11382.2705078125,11383.7890625,11317.4619140625,11079.1083984375,10774.00390625,10651.40625,10720.32421875,10872.5693359375,10875.37890625,11228.2587890625,11392.6494140625,11637.3916015625,12260.767578125,12966.28515625,14261.2822265625,15488.6962890625,15864.22265625,16372.8994140625,17255.607421875,18550.248046875,19941.619140625,20229.185546875,20516.90625,20416.48046875,21240.046875,21390.302734375,21657.443359375,22286.65625,22495.41796875,24400.451171875,25334.22265625,26442.48046875,27491.458984375,28617.021484375,29721.080078125,30620.41796875,30929.390625,31235.7734375,31791.244140625,32432.9765625
